"Source";"nr.results"
"The Epigenesis of Wariness of Heights";13
"The epistemic benefits of trait-consistent mood states  An analysis of extr...  EBSCOhost";7
"The Equivalence of Learning Paths in Early Science Instruction";9
"The Ergonomics of Dishonesty";8
"The erosive effects of racism  Reduced self-control mediates the relation b...  EBSCOhost";10
"The essential tension between leadership and power  When leaders sacrifice ...  EBSCOhost";6
"The eureka error  Inadvertent plagiarism by misattributions of effort  EBSCOhost";31
"The evaluation gap in performance perceptions  Illusory perceptions of grou...  EBSCOhost";13
"The evaluation of a sexual assault risk reduction program  A multisite inve...  EBSCOhost";7
"The evaluation of an individual burnout intervention program  The role of i...  EBSCOhost";9
"The evocative power of words  Activation of concepts by verbal and nonverba...  EBSCOhost";59
"The evolutionary significance of depressive symptoms  Different adverse sit...  EBSCOhost";6
"The existence bias  EBSCOhost";18
"The experience and meta-experience of mood  EBSCOhost";8
"The experience of 'forgetting' childhood abuse  A national survey of psycho...  EBSCOhost";1
"The experience of anger and sadness in everyday problems impacts age differ...  EBSCOhost";7
"The experience of boredom  The role of the self-perception of attention  EBSCOhost";18
"The experience of power  Examining the effects of power on approach and inh...  EBSCOhost";42
"The expression of determination  Similarities between anger and approach-re...  EBSCOhost";17
"The extended contact effect  Knowledge of cross-group friendships and preju...  EBSCOhost";14
"The External Leadership of Self-Managing Teams  Intervening in the Context ...  EBSCOhost";2
"The extralist-feature effect  Evidence against item matching in short-term ...  EBSCOhost";26
"The Eyes Are Right When the Mouth Is Wrong";4
"The eyes have it  Minority influence in face-to-face and computer-mediated ...  EBSCOhost";17
"The Eyes Know";24
"The face in the crowd effect unconfounded  Happy faces, not angry faces, ar...  EBSCOhost";54
"The face in the crowd revisited  A threat advantage with schematic stimuli  EBSCOhost";41
"The Face of Bimodal Bilingualism";12
"The Face of Success";5
"The factor structure of Union Commitment  An application of confirmatory fa...  EBSCOhost";3
"The Faintest Speck of Dirt";19
"The Family Bereavement Program  Efficacy evaluation of a theory-based preve...  EBSCOhost";13
"The Family Health Project  Psychosocial adjustment of children whose mother...  EBSCOhost";2
"The family origins of empathic concern  A 26-year longitudinal study  EBSCOhost";5
"The fan effect  New results and new theories  EBSCOhost";16
"The fantasy-prone person  Hypnosis, imagination, and creativity  EBSCOhost";9
"The feasibility and outcome of clinic plus Internet delivery of cognitive-b...  EBSCOhost";62
"The financial consequences of too many men  Sex ratio effects on saving, bo...  EBSCOhost";15
"The Financial Costs of Sadness";15
"The finer points of lying online  E-mail versus pen and paper  EBSCOhost";24
"The first trial of the P technique in psychotherapy research  A still-livel...  EBSCOhost";2
"The fit and implementation of sexual harassment law to workplace evaluation...  EBSCOhost";63
"The five-factor model of personality and managerial performance  Validity g...  EBSCOhost";6
"The fleeting gleam of praise  Cognitive processes underlying behavioral rea...  EBSCOhost";9
"The Flexibility of 12-Month-Olds' Preferences for Phonologically Appropriat...  EBSCOhost";4
"The Fluctuating Female Vote";20
"The fluency of social hierarchy  The ease with which hierarchical relations...  EBSCOhost";51
"The focusing effect of self-evaluation threat in coaction and social compar...  EBSCOhost";28
"The forced-choice paradigm and the perception of facial expressions of emot...  EBSCOhost";2
"The Foreign-Language Effect";13
"The Forest, the Trees, and the Chameleon  Context Dependence and Mimicry  EBSCOhost";8
"The Forgotten Ones  The Validity of Consideration and Initiating Structure ...  EBSCOhost";10
"The forgotten variable in conformity research  Impact of task importance on...  EBSCOhost";28
"The form and function of young children's magical beliefs  EBSCOhost";10
"The Format in Which Uncertainty Information Is Presented Affects Decision Biases";9
"The formation of in-group favoritism and out-group prejudice in young child...  EBSCOhost";13
"The formation of stereotypic beliefs  Further evidence for distinctiveness-...  EBSCOhost";12
"The Fort Bragg continuum of care for children and adolescents  Mental healt...  EBSCOhost";3
"The four faces of Eve  A typological analysis of women's personality at mid...  EBSCOhost";2
"The Fragility of Intergroup Relations";15
"The framing of relative performance feedback  Seeing the glass as half empt...  EBSCOhost";25
"The free-rider problem in intergroup conflicts over step-level and continuo...  EBSCOhost";14
"The frequency of temporal-self and social comparisons in people's personal ...  EBSCOhost";66
"The friendship network as a decision-making resource  Dispositional moderat...  EBSCOhost";1
"The functional basis of counterfactual thinking  EBSCOhost";40
"The functional domain specificity of self-esteem and the differential predi...  EBSCOhost";6
"The Functional Form of Performance Improvements in Perceptual Learning";3
"The Functional Origin of the Foreign Accent";3
"The functions of aggression by male teenagers  EBSCOhost";22
"The future is bright and predictable  The development of prospective life s...  EBSCOhost";10
"The Future Is Now";3
"The Gargle Effect";2
"The gender gap in occupational role attainment  A social dominance approach  EBSCOhost";33
"The generality of the automatic attitude activation effect  EBSCOhost";23
"The Generality of Working Memory Capacity  A Latent-Variable Approach to Ve...  EBSCOhost";4
"The generalizability of subliminal mere exposure effects  Influence of stim...  EBSCOhost";13
"The generalization of attachment representations to new social situations  ...  EBSCOhost";31
"The Generation Effect in Monkeys";4
"The Genetic Precursors and the Advantageous and Disadvantageous Sequelae of...  EBSCOhost";7
"The getting of wisdom  Theory of mind in old age  EBSCOhost";10
"The Ghost Condition  Imitation Versus Emulation in Young Children's Observa...  EBSCOhost";11
"The Gifts We Keep on Giving";17
"The Gleam of the Double-Edged Sword";5
"The goal of consistency as a cause of information distortion  EBSCOhost";4
"The goal of forming accurate impressions during social interactions  Attenu...  EBSCOhost";20
"The Good Life of the Powerful";5
"The good, the bad, and the unknown about telecommuting  Meta-analysis of ps...  EBSCOhost";13
"The gradual threshold model of ambivalence  Relating the positive and negat...  EBSCOhost";3
"The grateful disposition  A conceptual and empirical topography  EBSCOhost";15
"The Group-Contagion Effect";5
"The Group-Member Mind Trade-Off";29
"The Hands and Mouth Do Not Always Slip Together in British Sign Language";21
"The hardy personality  Cognitive and physiological responses to evaluative ...  EBSCOhost";21
"The Harm-Made Mind";23
"The Hartford Study of Supported Employment for Persons With Severe Mental I...  EBSCOhost";12
"The Hazards of Explanation  Overgeneralization in the Face of Exceptions  EBSCOhost";29
"The Heartbrake of Social Rejection";11
"The helplessness–hopelessness theory and daily mood experience  An idiograp...  EBSCOhost";1
"The Herding Hormone";9
"The heritability of attitudes  A study of twins  EBSCOhost";5
"The heritability of inhibited and uninhibited behavior  A twin study  EBSCOhost";2
"The heuristic basis of remembering and classification  Fluency, generation,...  EBSCOhost";3
"The Hidden-Zero Effect";2
"The hierarchical face  Higher rankings lead to less cooperative looks  EBSCOhost";8
"The hobgoblin of consistency  Algorithmic judgment strategies underlie infl...  EBSCOhost";9
"The home literacy environment and Latino head start children's emergent lit...  EBSCOhost";7
"The honeymoon effect in job performance  Temporal increases in the predicti...  EBSCOhost";1
"The Hopelessness Scale for Children  Psychometric characteristics and concu...  EBSCOhost";2
"The hostile media phenomenon  Biased perception and perceptions of media bi...  EBSCOhost";9
"The hyperaccessibility of suppressed thoughts  EBSCOhost";16
"The ideal self  Schematic processing of perfectionistic content in dysphori...  EBSCOhost";8
"The Ideal Self at Play";27
"The idealized self and the situated self as predictors of employee work beh...  EBSCOhost";11
"The idiographic nature of human personality  Examples of the idiographic se...  EBSCOhost";5
"The Illusion of Argument Justification  EBSCOhost";25
"The illusion of external agency  EBSCOhost";12
"The Illusion of Saving Face";23
"The illusion of transparency  Biased assessments of others' ability to read...  EBSCOhost";21
"The immediate effects of positive and negative feedback signals  EBSCOhost";29
"The immigrant paradox among Asian American women  Are disparities in the bu...  EBSCOhost";15
"The immunological effects of thought suppression  EBSCOhost";26
"The impact bias is alive and well  EBSCOhost";5
"The impact of accuracy motivation on interpretation, comparison, and correc...  EBSCOhost";39
"The impact of attributions in marriage  A longitudinal analysis  EBSCOhost";1
"The impact of chief executive officer personality on top management team dy...  EBSCOhost";1
"The Impact of Childhood Intelligence on Later Life  Following Up the Scotti...  EBSCOhost";15
"The impact of civility interventions on employee social behavior, distress,...  EBSCOhost";10
"The Impact of Cognitive Deficits on Conflict Monitoring";4
"The impact of community-based outreach on psychological distress and victim...  EBSCOhost";27
"The impact of consideration of issues and motivational orientation on group...  EBSCOhost";10
"The impact of cross-training on team effectiveness  EBSCOhost";11
"The Impact of Culture on Adaptive Versus Maladaptive Self-Reflection";9
"The impact of daily stress on health and mood  Psychological and social res...  EBSCOhost";4
"The Impact of Emotion on Perception";1
"The Impact of Environment on the Comprehension of Declarative Communication in Apes";3
"The Impact of Environmental Experiences on Symptoms of Anxiety and Depression Across the Life Span";4
"The impact of error training and individual differences on training outcome...  EBSCOhost";1
"The impact of evidence-based practice implementation and fidelity monitorin...  EBSCOhost";2
"The impact of financial and nonfinancial incentives on business-unit outcom...  EBSCOhost";23
"The impact of furloughs on emotional exhaustion, self-rated performance, an...  EBSCOhost";6
"The impact of generic language about ability on children's achievement moti...  EBSCOhost";9
"The impact of help seeking on individual task performance  The moderating e...  EBSCOhost";1
"The impact of information on small group choice  EBSCOhost";28
"The impact of maternal depression on adolescent adjustment  The role of exp...  EBSCOhost";9
"The impact of minority stress on mental health and substance use among sexu...  EBSCOhost";10
"The impact of mortality salience on reckless driving  A test of terror mana...  EBSCOhost";22
"The impact of motivation on temporal comparisons  Coping with traumatic eve...  EBSCOhost";68
"The impact of negative affect on autobiographical memory  The role of self-...  EBSCOhost";34
"The impact of negative moods on self-enhancing cognitions  The role of refl...  EBSCOhost";61
"The impact of past relationships on interpersonal behavior  Behavioral conf...  EBSCOhost";25
"The impact of perceived child physical and sexual abuse history on Native A...  EBSCOhost";6
"The impact of personality on the reporting of unfounded symptoms and illnes...  EBSCOhost";4
"The impact of political skill on impression management effectiveness  EBSCOhost";1
"The impact of positive mood and category importance on crossed categorizati...  EBSCOhost";46
"The impact of positive mood on trust in interpersonal and intergroup intera...  EBSCOhost";25
"The impact of previous leaders on the evaluation of new leaders  An alterna...  EBSCOhost";11
"The impact of professional isolation on teleworker job performance and turn...  EBSCOhost";1
"The impact of psychological distress on absence from work  EBSCOhost";18
"The impact of ratee's disability on performance judgments and choice as par...  EBSCOhost";5
"The impact of religious faith and internalized homonegativity on resiliency...  EBSCOhost";9
"The impact of repetition-induced familiarity on agreement with weak and str...  EBSCOhost";26
"The impact of school-based mentoring on youths with different relational pr...  EBSCOhost";4
"The impact of self-interest on attitudes—a symbolic politics perspective on...  EBSCOhost";2
"The impact of service characteristics on functional outcomes from community...  EBSCOhost";31
"The impact of stereotype-incongruent information on perceived group variabi...  EBSCOhost";36
"The impact of stress on the life history strategies of African American ado...  EBSCOhost";8
"The impact of subgroup type and subgroup configurational properties on work...  EBSCOhost";1
"The impact of teacher–child relationships on child cognitive performance as...  EBSCOhost";6
"The Impact of the Developmental Timing of Trauma Exposure on PTSD Symptoms ...  EBSCOhost";6
"The impact of victimization on the mental health and suicidality of lesbian...  EBSCOhost";8
"The Implicit “Go”";11
"The implicit power motive and sociosexuality in men and women  Pancultural ...  EBSCOhost";26
"The import of the cortisol rise in child care differs as a function of beha...  EBSCOhost";3
"The Importance of Being Flexible";9
"The importance of eyes  How infants interpret adult looking behavior  EBSCOhost";20
"The importance of gesture in children's spatial reasoning  EBSCOhost";12
"The Importance of Job Autonomy, Cognitive Ability, and Job-Related Skill fo...  EBSCOhost";16
"The importance of knowing a dodo is a bird  Categories and inferences in 2-...  EBSCOhost";15
"The importance of normative beliefs to the self-prophecy effect  EBSCOhost";19
"The inaction effect in the psychology of regret  EBSCOhost";40
"The incomplete equivalence of the paper-and-pencil and computerized version...  EBSCOhost";7
"The incredible (and sometimes incredulous) child witness  Child eyewitnesse...  EBSCOhost";6
"The independent contributions of social reward and threat perceptions to ro...  EBSCOhost";7
"The Indirect Effects of Maternal Emotion Socialization on Friendship Qualit...  EBSCOhost";34
"The infection of bad company  Stigma by association  EBSCOhost";53
"The influence of a friend's perspective on American Indian children's recal...  EBSCOhost";13
"The Influence of Afrocentric Facial Features in Criminal Sentencing";6
"The influence of another's perspective on children's recall of previously m...  EBSCOhost";10
"The influence of chronically and temporarily accessible information on life...  EBSCOhost";12
"The influence of cognitive load on self-presentation  Can cognitive busynes...  EBSCOhost";59
"The Influence of Context Boundaries on Memory for the Sequential Order of E...  EBSCOhost";36
"The influence of creative process engagement on employee creative performan...  EBSCOhost";3
"The Influence of Decreased Parental Resources on the Efficacy of a Responsi...  EBSCOhost";15
"The Influence of Egocentrism and Focalism on People's Optimism in Competiti...  EBSCOhost";35
"The influence of encoding and strategic knowledge on children's choices amo...  EBSCOhost";20
"The influence of goal orientation and self-regulation tactics on sales perf...  EBSCOhost";7
"The influence of implicit motives on memory processes  EBSCOhost";19
"The influence of improper sets of information on judgment  How irrelevant i...  EBSCOhost";46
"The influence of in-store music on wine selections  EBSCOhost";2
"The influence of individual versus aggregate social comparison and the pres...  EBSCOhost";54
"The influence of information processing goal pursuit on postdecision affect...  EBSCOhost";66
"The influence of job familiarity and impression management on self-report m...  EBSCOhost";1
"The influence of language and socioeconomic status on children's understand...  EBSCOhost";24
"The influence of member status differences and task type on group consensus...  EBSCOhost";10
"The influence of mood on categorization  A cognitive flexibility interpreta...  EBSCOhost";43
"The influence of mortality and socioeconomic status on risk and delayed rew...  EBSCOhost";13
"The influence of positive affect on the components of expectancy motivation  EBSCOhost";10
"The influence of positive affect on the unusualness of word associations  EBSCOhost";14
"The influence of prior knowledge and repeated questioning on children's lon...  EBSCOhost";25
"The influence of psychological distress on use of genetic testing for cance...  EBSCOhost";8
"The influence of psychological flexibility on work redesign  Mediated moder...  EBSCOhost";3
"The influence of sexual orientation and masculinity on young men's tobacco ...  EBSCOhost";12
"The influence of shared mental models on team process and performance  EBSCOhost";11
"The influence of situation and coping on relapse crisis outcomes after smok...  EBSCOhost";16
"The influence of spatial ability on gender differences in mathematics colle...  EBSCOhost";14
"The influence of teacher feedback on young children's peer preferences and ...  EBSCOhost";9
"The influences of delay and severity of intellectual disability on event me...  EBSCOhost";32
"The Inherent Reward of Choice";7
"The Input to Verb Learning in Mandarin Chinese  A Role for Syntactic Bootst...  EBSCOhost";11
"The Insula and Evaluative Processes";18
"The integration of agency and communion in moral personality  Evidence of e...  EBSCOhost";17
"The intensity of facial expression is determined by underlying affective st...  EBSCOhost";12
"The Interaction of Payoff Structure and Regulatory Focus in Classification";4
"The interaction of the alliance and therapy microprocess  A sequential anal...  EBSCOhost";2
"The interactional model of anxiety  An evaluation of the differential hypot...  EBSCOhost";63
"The Interactive Effect of Anger and Disgust on Moral Outrage and Judgments";23
"The interactive effect of leader-member exchange and communication frequenc...  EBSCOhost";2
"The interactive effects of belongingness and charisma on helping and compli...  EBSCOhost";6
"The interactive effects of recruitment practices and product awareness on j...  EBSCOhost";9
"The intergenerational continuity of observed early parenting  A prospective...  EBSCOhost";4
"The Intergenerational Transmission of Externalizing Behaviors in Adult Part...  EBSCOhost";8
"The interpersonal consequences of inflated self-esteem in an inpatient psyc...  EBSCOhost";11
"The Interpersonal Effects of Anger and Happiness in Negotiations  EBSCOhost";73
"The Interpersonal Effects of Emotions in Negotiations  A Motivated Informat...  EBSCOhost";56
"The interpersonal expression of perfection  Perfectionistic self-presentati...  EBSCOhost";3
"The Interpersonal Legacy of a Positive Family Climate in Adolescence";2
"The interplay between language, gesture, and affect during communicative tr...  EBSCOhost";18
"The interplay between nonsymbolic number and its continuous visual properti...  EBSCOhost";12
"The interplay of controlled and automatic processing in the expression of s...  EBSCOhost";21
"The Interplay of Externalizing Problems and Physical and Inductive Discipli...  EBSCOhost";9
"The interplay of occupational motivation and well-being during the transiti...  EBSCOhost";1
"The intoxicated witness  Effects of alcohol on identification accuracy from...  EBSCOhost";1
"The intricate relationships between monitoring and control in metacognition...  EBSCOhost";60
"The Invisible Gorilla Strikes Again";4
"The Irony of Harmony";29
"The job demands-resources model of burnout  EBSCOhost";13
"The joint development of hemispheric lateralization for words and faces  EBSCOhost";26
"The joint effect of informational mood impact and performance-contingent co...  EBSCOhost";50
"The joint effects of personality and workplace social exchange relationship...  EBSCOhost";18
"The judge as a mediator  EBSCOhost";14
"The jury and abjury of my peers  The self in face and dignity cultures  EBSCOhost";18
"The kids are alright  Growth and stability in personality development from ...  EBSCOhost";10
"The Language of Magnitude Comparison  EBSCOhost";19
"The language of online leadership  Gender and youth engagement on the Inter...  EBSCOhost";18
"The Learned Interpretation of Cognitive Fluency";8
"The Least Likely of Times";13
"The legacy of parents' marital discord  Consequences for children's marital...  EBSCOhost";2
"The leniency contract and persistence of majority and minority influence  EBSCOhost";19
"The lens of personhood  Viewing the self and others in a multicultural soci...  EBSCOhost";28
"The letter of recommendation effect in informant ratings of personality  EBSCOhost";28
"The life course in the making  Gender and the development of adolescents' e...  EBSCOhost";7
"The Limits of Child Effects  Evidence for Genetically Mediated Child Effect...  EBSCOhost";8
"The linguistic relativity of person cognition  An English–Chinese compariso...  EBSCOhost";6
"The Local-Ladder Effect";11
"The long-term effectiveness and clinical significance of three cost-effecti...  EBSCOhost";10
"The long-term outcomes of mental health treatment in a population-based stu...  EBSCOhost";15
"The long-term stability and predictive validity of trait measures of affect  EBSCOhost";6
"The long, steep path to equality  Progressing on egalitarian goals  EBSCOhost";25
"The longitudinal impact of demand and withdrawal during marital conflict  EBSCOhost";6
"The Longitudinal Relations of Regulation and Emotionality to Quality of Ind...  EBSCOhost";20
"The Look of Love";4
"The looming maladaptive style  Anxiety, danger, and schematic processing  EBSCOhost";2
"The loyal member effect  On the preference for ingroup members who engage i...  EBSCOhost";61
"The malleability of behavior inhibition  A study of individual developmenta...  EBSCOhost";1
"The malleability of eyewitness confidence  Co-witness and perseverance effe...  EBSCOhost";2
"The Malleable Meaning of Subjective Ease";7
"The Man Behind the Mask  Accuracy and Predictors of Eyewitness Offender Des...  EBSCOhost";4
"The many faces of social isolation in childhood  EBSCOhost";24
"The mapping model  A cognitive theory of quantitative estimation  EBSCOhost";33
"The Marley Hypothesis";8
"The matching hypothesis reexamined  EBSCOhost";1
"The mating sociometer  A regulatory mechanism for mating aspirations  EBSCOhost";36
"The meaning and role of ideology in system justification and resistance for...  EBSCOhost";8
"The Meaning of “Natural”";2
"The meaning of social interactions in the transition from acquaintanceship ...  EBSCOhost";48
"The Meaning of the Mask Matters";3
"The Medial Prefrontal Cortex and the Emergence of Self-Conscious Emotion in Adolescence";10
"The mediating role of insight for long-term improvements in psychodynamic t...  EBSCOhost";16
"The Mediating Role of Self-Efficacy in the Development of Entrepreneurial I...  EBSCOhost";1
"The mediating roles of perceived social support and resources in the self-e...  EBSCOhost";11
"The mediational role of adolescents' friends in relations between activity ...  EBSCOhost";21
"The mental representation of parity and number magnitude  EBSCOhost";78
"The mere perception of elaboration creates attitude certainty  Exploring th...  EBSCOhost";56
"The merit of meritocracy  EBSCOhost";38
"The Merits of Unconscious Thought in Creativity";7
"The metacognitive advantage of deliberative thinkers  A dual-process perspe...  EBSCOhost";86
"The Mind's Nose";5
"The mind and heart (literally) of the negotiator  Personality and contextua...  EBSCOhost";1
"The Miniaturization of Expression in the Development of Emotional Self-Regu...  EBSCOhost";28
"The minimizing of blaming attributions and behaviors in delinquent families  EBSCOhost";2
"The minority slowness effect  Subtle inhibitions in the expression of views...  EBSCOhost";10
"The mismatch effect  When testosterone and status are at odds  EBSCOhost";48
"The Misperception of Sexual Interest";11
"The mitigation of interpersonal behavior  EBSCOhost";29
"The moderating effect of self-esteem in reaction to voice  Converging evide...  EBSCOhost";4
"The moderating effect of trivial triggering provocation on displaced aggres...  EBSCOhost";40
"The moderating effects of employee tenure on the relation between organizat...  EBSCOhost";3
"The moderating impact of sex on the equity–satisfaction relationship  A fie...  EBSCOhost";11
"The moderating influence of attitude strength on the susceptibility to cont...  EBSCOhost";21
"The Moderating Influence of Procedural Fairness on the Relationship Between...  EBSCOhost";8
"The moderating role of goal commitment on the goal difficulty–performance r...  EBSCOhost";2
"The moderating role of subordinate political skill on supervisors' impressi...  EBSCOhost";2
"The moderating roles of self-esteem and neuroticism in the relationship bet...  EBSCOhost";4
"The moderating roles of self-esteem and self-construal in reaction to a thr...  EBSCOhost";53
"The moderator effect that wasn't there  Statistical problems in ambivalence...  EBSCOhost";2
"The modern face of prejudice and structural features that moderate the effe...  EBSCOhost";36
"The Modified Scale for Suicidal Ideation  Reliability and validity  EBSCOhost";3
"The modular nature of trustworthiness detection  EBSCOhost";40
"The moral emotions  A social–functionalist account of anger, disgust, and c...  EBSCOhost";27
"The Moral Roots of Environmental Attitudes";12
"The motivating function of thinking about the future  Expectations versus f...  EBSCOhost";12
"The motivational and emotional consequences of considering positive or nega...  EBSCOhost";31
"The motivational basis of concessions and compromise  Archival and laborato...  EBSCOhost";15
"The Motivational Looking Glass  How Significant Others Implicitly Affect Go...  EBSCOhost";56
"The Multidimensional Anger Inventory  EBSCOhost";13
"The multifinality constraints effect  How goal multiplicity narrows the mea...  EBSCOhost";37
"The N-Effect";16
"The N-Effect beyond";4
"The Natural Emergence of Reasoning About the Afterlife as a Developmental R...  EBSCOhost";23
"The nature and impact of changes in home learning environment on developmen...  EBSCOhost";2
"The nature and predictors of the trajectory of change in marital quality fo...  EBSCOhost";11
"The nature of adolescent competencies predicted by preschool delay of grati...  EBSCOhost";3
"The nature of adult twin relationships  An attachment-theoretical perspecti...  EBSCOhost";13
"The nature of experience determines object representations in the visual sy...  EBSCOhost";7
"The nature of gestures' beneficial role in spatial problem solving  EBSCOhost";9
"The nature of negative thoughts in depression  EBSCOhost";20
"The nature of self-referent encoding  The contributions of elaborative and ...  EBSCOhost";8
"The nature of stereotypes  A comparison and integration of three theories  EBSCOhost";3
"The nature of the influence of speed on adult age differences in cognition  EBSCOhost";1
"The necessities and luxuries of mate preferences  Testing the tradeoffs  EBSCOhost";29
"The need and ability to achieve cognitive structuring  Individual differenc...  EBSCOhost";5
"The need to evaluate  EBSCOhost";27
"The negation bias  When negations signal stereotypic expectancies  EBSCOhost";31
"The negative compatibility effect  Unconscious inhibition influences reacti...  EBSCOhost";34
"The Negative Consequences of Threat";10
"The Neural Basis of Difficulties Disengaging From Negative Irrelevant Material in Major Depression";7
"The neural correlates of infant and adult goal prediction  Evidence for sem...  EBSCOhost";8
"The Neural Reality of Syntactic Transformations";14
"The Neurodevelopmental Basis of Math Anxiety";12
"The New Hampshire study of supported employment for people with severe ment...  EBSCOhost";12
"The next-in-line effect  Encoding or retrieval deficit   EBSCOhost";23
"The nomological validity of the Type A personality among employed adults  EBSCOhost";62
"The nonconscious cessation of goal pursuit  When goals and negative affect ...  EBSCOhost";18
"The nonconsciousness of self-consciousness  EBSCOhost";80
"The nonverbal expression of pride  Evidence for cross-cultural recognition  EBSCOhost";19
"The nonword-reading deficit of disabled readers  A developmental interpreta...  EBSCOhost";14
"The norm of self-interest and its effects on social action  EBSCOhost";52
"The Number and Quality of Representations in Working Memory";14
"The Number of Fatalities Drives Disaster Aid";16
"The Occurrence of Male-to-Female Intimate Partner Violence on Days of Men's...  EBSCOhost";2
"The occurrence of partner physical aggression on days of alcohol consumptio...  EBSCOhost";4
"The offset of childhood amnesia  Memory for events that occurred before age...  EBSCOhost";23
"The Old and Thee, uh, New";4
"The Omission Strategy";16
"The ontogeny and significance of infants' facial expressions in the first 9...  EBSCOhost";21
"The ontogeny of face recognition  Eye contact and sweet taste induce face p...  EBSCOhost";4
"The Ontogeny of Lexical Networks";6
"The organizational application of groupthink and its limitations in organiz...  EBSCOhost";1
"The Origin of Biases in Face Perception";9
"The Origins of Cognitive Dissonance";6
"The origins of deference  When do people prefer lower status   EBSCOhost";23
"The origins of joint visual attention in infants  EBSCOhost";8
"The origins of symbolic racism  EBSCOhost";1
"The Other-Race Effect Develops During Infancy";3
"The other side of affirmative action  Reactions of nonbeneficiaries to sex-...  EBSCOhost";27
"The Other Side of Injustice";11
"The out-group must not be so bad after all  The effects of disclosure, typi...  EBSCOhost";35
"The Outcast-Lash-Out Effect in Youth";5
"The outcome of cognitive bibliotherapy with depressed adults  EBSCOhost";20
"The over-claiming technique  Measuring self-enhancement independent of abil...  EBSCOhost";8
"The overconfidence effect in social prediction  EBSCOhost";2
"The pain was greater if it will happen again  The effect of anticipated con...  EBSCOhost";32
"The paradigm and the fuzzy logical model of perception are alive and well  EBSCOhost";3
"The paradox of group-based guilt  Modes of national identification, conflic...  EBSCOhost";8
"The Paradox of Received Social Support";3
"The paradoxical consequences of revenge  EBSCOhost";32
"The parent–adolescent relationship at puberty  Hispanic ethnicity and paren...  EBSCOhost";2
"The past makes the present meaningful  Nostalgia as an existential resource  EBSCOhost";54
"The Path to Glory Is Paved With Hierarchy";17
"The Peculiar Longevity of Things Not So Bad";3
"The perceived causal structure of loneliness  EBSCOhost";2
"The perceived diversity heuristic  The case of pseudodiversity  EBSCOhost";21
"The Perceived Onset Time of Self- and Other-Generated Actions";5
"The perceiver as perceived  Everyday intuitions about the correspondence bi...  EBSCOhost";21
"The Perception of a Face Is No More Than the Sum of Its Parts";12
"The perception of social-environmental characteristics in kibbutz families ...  EBSCOhost";25
"The perceptual and inferential effects of situational inducements on dispos...  EBSCOhost";10
"The Perceptual Determinants of Person Construal  Reopening the Social-Cogni...  EBSCOhost";30
"The Perfect Mix";5
"The perfectionism model of binge eating  Tests of an integrative model  EBSCOhost";14
"The Performance Heuristic  A Misguided Reliance on Past Success When Predic...  EBSCOhost";15
"The performance of narcissists rises and falls with perceived opportunity f...  EBSCOhost";39
"The Permanence of Mental Objects  Testing Magical Thinking on Perceived and...  EBSCOhost";44
"The Persistence of Thought";9
"The persistent use of negative affect by anxious individuals to estimate ri...  EBSCOhost";25
"The person in the purchase  Narcissistic consumers prefer products that pos...  EBSCOhost";47
"The Person Reference Process in Spontaneous Trait Inferences  EBSCOhost";33
"The person who out performs me is a genius  Maintaining perceived competenc...  EBSCOhost";12
"The personal acquaintance measure  A tool for appraising one's acquaintance...  EBSCOhost";42
"The personality of familiar and significant people  The lay perceiver as a ...  EBSCOhost";15
"The personality of societal groups  EBSCOhost";12
"The personality structure of affect  EBSCOhost";5
"The physical burdens of secrecy  EBSCOhost";19
"The pleasures and pains of distinct self-construals  The role of interdepen...  EBSCOhost";68
"The Pleasures of Uncertainty  Prolonging Positive Moods in Ways People Do N...  EBSCOhost";57
"The Polarizing Effect of Arousal on Negotiation";9
"The police officer's dilemma  Using ethnicity to disambiguate potentially t...  EBSCOhost";43
"The politics of gaydar  Ideological differences in the use of gendered cues...  EBSCOhost";6
"The popularity contest at work  Who wins, why, and what do they receive   EBSCOhost";9
"The Positive and Negative Effects of Anger on Dispute Resolution  Evidence ...  EBSCOhost";2
"The possessive self as a barrier to conflict resolution  Effects of mere ow...  EBSCOhost";58
"The post-birthday world  Consequences of temporal landmarks for temporal se...  EBSCOhost";55
"The pot calling the kettle black  Distancing response to ethical dissonance  EBSCOhost";47
"The power motive, group conflict, and physiological arousal  EBSCOhost";11
"The power of “we”  Effects of psychological collectivism on team performanc...  EBSCOhost";4
"The power of movement  Evidence for context-independent movement imitation  EBSCOhost";13
"The practice of psychological science  Searching for Cronbach’s two streams...  EBSCOhost";3
"The Precarious Couple Effect  Verbally Inhibited Men + Critical, Disinhibit...  EBSCOhost";23
"The Prediction of Violence and Homicide in Young Men  EBSCOhost";3
"The predictive utility of a brief kindergarten screening measure of child b...  EBSCOhost";7
"The predictive utility of hypnotizability  The change in suggestibility pro...  EBSCOhost";1
"The preference for potential  EBSCOhost";55
"The prehistory of discovery  Precursors of representational change in solvi...  EBSCOhost";4
"The premature aging hypothesis  Old before its time   EBSCOhost";8
"The preoccupational hazards of social life  EBSCOhost";25
"The Prepared Mind";2
"The presence of security blankets or mothers (or both) affects distress dur...  EBSCOhost";11
"The prevalence and impact of large sudden improvements during adolescent th...  EBSCOhost";22
"The prevention of depressive symptoms in children and adolescents  A meta-a...  EBSCOhost";7
"The prevention of depressive symptoms in rural school children  A randomize...  EBSCOhost";14
"The prevention of mindlessness  EBSCOhost";4
"The Price of Pain and the Value of Suffering";8
